ID,Mission,Type,Subtype,Weight (g),Weight (kg),Pristine (%),,Mission,Sample weight (kg),Weight diff,Lunar module (LM),LM mass (kg),LM mass diff,Command Module (CM),CM mass (kg),CM mass diff
64001,Apollo16,Core,unsieved,752.3,0.7523,78.53,,,,,,,,,,
64002,Apollo16,Core,unsieved,584.1,0.5841,76.61,,,,,,,,,,
64420,Apollo16,Soil,Unsieved,112.2,0.1122,98.49,,,,,,,,,,
64421,Apollo16,Soil,<1mm,206.9,0.2069,75.83,,,,,,,,,,
64422,Apollo16,Soil,1-2mm,6.17,0.00617,71.15,,,,,,,,,,
64423,Apollo16,Soil,2-4mm,3.76,0.00376,72.63,,,,,,,,,,
64424,Apollo16,Soil,4-10mm,2.06,0.00206,100,,,,,,,,,,
64425,Apollo16,Breccia,Fragmental,14.62,0.01462,77.31,,,,,,,,,,
64435,Apollo16,Breccia,ImpactMelt,1079,1.079,90.85,,,,,,,,,,
64455,Apollo16,Breccia,ImpactMelt,56.68,0.05668,24.52,,,,,,,,,,
64475,Apollo16,Breccia,ImpactMelt,1032,1.032,94.35,,,,,,,,,,
64476,Apollo16,Breccia,ImpactMelt,125.1,0.1251,94.88,,,,,,,,,,
64477,Apollo16,Breccia,Fragmental,19.32,0.01932,94.51,,,,,,,,,,
64478,Apollo16,Breccia,ImpactMelt,12.34,0.01234,97.49,,,,,,,,,,
64500,Apollo16,Soil,Unsieved,320.6,0.3206,95.82,,,,,,,,,,
64501,Apollo16,Soil,<1mm,495.7,0.4957,83.59,,,,,,,,,,
64502,Apollo16,Soil,1-2mm,28.38,0.02838,85.54,,,,,,,,,,
64503,Apollo16,Soil,2-4mm,24.11,0.02411,88.83,,,,,,,,,,
64504,Apollo16,Soil,4-10mm,24.15,0.02415,97.9,,,,,,,,,,
64505,Apollo16,Breccia,Fragmental,5.39,0.00539,96.81,,,,,,,,,,
64506,Apollo16,Breccia,ImpactMelt,5.08,0.00508,94.05,,,,,,,,,,
64507,Apollo16,Breccia,Unclassified,4.47,0.00447,95.46,,,,,,,,,,
64508,Apollo16,Breccia,Unclassified,4.17,0.00417,95.2,,,,,,,,,,
64509,Apollo16,Breccia,Fragmental,3.15,0.00315,93.02,,,,,,,,,,
64515,Apollo16,Breccia,ImpactMelt,3.76,0.00376,81.84,,,,,,,,,,
64516,Apollo16,Crustal,Anorthosite,2.93,0.00293,94.23,,,,,,,,,,
64517,Apollo16,Breccia,Unclassified,1.55,0.00155,94.83,,,,,,,,,,
64518,Apollo16,Breccia,ImpactMelt,1.49,0.00149,92.62,,,,,,,,,,
64519,Apollo16,Crustal,Anorthosite,1.12,0.00112,95.55,,,,,,,,,,
64525,Apollo16,Crustal,Anorthosite,1.11,0.00111,86.72,,,,,,,,,,
64535,Apollo16,Breccia,ImpactMelt,256.6,0.2566,98.37,,,,,,,,,,
64536,Apollo16,Breccia,ImpactMelt,177.5,0.1775,96.74,,,,,,,,,,
64537,Apollo16,Breccia,ImpactMelt,124.3,0.1243,96.83,,,,,,,,,,
64538,Apollo16,Breccia,ImpactMelt,30.03,0.03003,99.16,,,,,,,,,,
64539,Apollo16,Breccia,Fragmental,17.76,0.01776,98.03,,,,,,,,,,
64545,Apollo16,Breccia,Fragmental,14.09,0.01409,97.01,,,,,,,,,,
64546,Apollo16,Breccia,Fragmental,12.8,0.0128,98.59,,,,,,,,,,
64547,Apollo16,Breccia,ImpactMelt,10.9,0.0109,96.51,,,,,,,,,,
64548,Apollo16,Breccia,Fragmental,8.49,0.00849,96.58,,,,,,,,,,
64549,Apollo16,Breccia,Fragmental,6.47,0.00647,96.6,,,,,,,,,,
64555,Apollo16,Breccia,Fragmental,5.29,0.00529,99.62,,,,,,,,,,
64556,Apollo16,Breccia,Unclassified,5.15,0.00515,96.27,,,,,,,,,,
64557,Apollo16,Breccia,ImpactMelt,4.79,0.00479,98.33,,,,,,,,,,
64558,Apollo16,Breccia,Unclassified,3.13,0.00313,94.38,,,,,,,,,,
64559,Apollo16,Breccia,ImpactMelt,21.82,0.02182,98.79,,,,,,,,,,
64565,Apollo16,Breccia,ImpactMelt,14.73,0.01473,98.1,,,,,,,,,,
64566,Apollo16,Breccia,ImpactMelt,14.13,0.01413,96.08,,,,,,,,,,
64567,Apollo16,Breccia,ImpactMelt,13.86,0.01386,80.38,,,,,,,,,,
64568,Apollo16,Breccia,ImpactMelt,9.38,0.00938,98.15,,,,,,,,,,
64569,Apollo16,Breccia,ImpactMelt,14.32,0.01432,94.94,,,,,,,,,,
64575,Apollo16,Breccia,ImpactMelt,6.84,0.00684,97.7,,,,,,,,,,
64576,Apollo16,Breccia,ImpactMelt,6.92,0.00692,93.96,,,,,,,,,,
64577,Apollo16,Breccia,ImpactMelt,5.69,0.00569,98.42,,,,,,,,,,
64578,Apollo16,Breccia,ImpactMelt,5.6,0.0056,96.41,,,,,,,,,,
64579,Apollo16,Breccia,ImpactMelt,4.8,0.0048,95.75,,,,,,,,,,
64585,Apollo16,Breccia,ImpactMelt,4.7,0.0047,93.34,,,,,,,,,,
64586,Apollo16,Breccia,ImpactMelt,3.34,0.00334,95.33,,,,,,,,,,
64587,Apollo16,Breccia,Fragmental,7.18,0.00718,98.89,,,,,,,,,,
64588,Apollo16,Breccia,Fragmental,2.55,0.00255,95.29,,,,,,,,,,
64589,Apollo16,Breccia,Anorthosite,4.04,0.00404,94.06,,,,,,,,,,
64800,Apollo16,Soil,Unsieved,166.3,0.1663,99.7,,,,,,,,,,
64801,Apollo16,Soil,<1mm,286.8,0.2868,88.73,,,,,,,,,,
64802,Apollo16,Soil,1-2mm,10.96,0.01096,88.59,,,,,,,,,,
64803,Apollo16,Soil,2-4mm,8.09,0.00809,86.11,,,,,,,,,,
64804,Apollo16,Soil,4-10mm,7.89,0.00789,98.1,,,,,,,,,,
64810,Apollo16,Soil,Unsieved,102.14,0.10214,97.81,,,,,,,,,,
64811,Apollo16,Soil,<1mm,174.7,0.1747,94.09,,,,,,,,,,
64812,Apollo16,Soil,1-2mm,9.53,0.00953,94.75,,,,,,,,,,
64813,Apollo16,Soil,2-4mm,9.1,0.0091,90.93,,,,,,,,,,
64814,Apollo16,Soil,4-10mm,5.34,0.00534,97.57,,,,,,,,,,
64815,Apollo16,Breccia,ImpactMelt,20.9,0.0209,83.76,,,,,,,,,,
64816,Apollo16,Breccia,ImpactMelt,3.83,0.00383,90.39,,,,,,,,,,
64817,Apollo16,Breccia,ImpactMelt,8.98,0.00898,82.77,,,,,,,,,,
64818,Apollo16,Breccia,fragmental,15.98,0.01598,95.37,,,,,,,,,,
64819,Apollo16,Breccia,fragmental,11.76,0.01176,97.96,,,,,,,,,,
64825,Apollo16,Breccia,Regolith,21.5,0.0215,98,,,,,,,,,,
64826,Apollo16,Breccia,Regolith,11.33,0.01133,92.76,,,,,,,,,,
64827,Apollo16,Breccia,Regolith,8.11,0.00811,98.03,,,,,,,,,,
64828,Apollo16,Breccia,Regolith,0.97,0.00097,89.28,,,,,,,,,,
64829,Apollo16,Breccia,Regolith,2.2,0.0022,88.64,,,,,,,,,,
64835,Apollo16,Breccia,Regolith,2.32,0.00232,79.74,,,,,,,,,,
64836,Apollo16,Breccia,Regolith,1.76,0.00176,96.59,,,,,,,,,,
64837,Apollo16,Breccia,Regolith,2.18,0.00218,99.08,,,,,,,,,,
65015,Apollo16,Breccia,ImpactMelt,1802,1.802,91.68,,,,,,,,,,
65016,Apollo16,Breccia,ImpactMelt,21.02,0.02102,93.26,,,,,,,,,,
65035,Apollo16,Breccia,fragmental,446.1,0.4461,95.5,,,,,,,,,,
65055,Apollo16,Breccia,ImpactMelt,500.8,0.5008,95.77,,,,,,,,,,
65056,Apollo16,Breccia,ImpactMelt,64.78,0.06478,95.76,,,,,,,,,,
65075,Apollo16,Breccia,ImpactMelt,107.9,0.1079,93.84,,,,,,,,,,
65095,Apollo16,Breccia,Regolith,560.1,0.5601,94.92,,,,,,,,,,
65315,Apollo16,Breccia,fragmental,300.4,0.3004,80.94,,,,,,,,,,
65325,Apollo16,Breccia,fragmental,67.87,0.06787,94.22,,,,,,,,,,
65326,Apollo16,Breccia,fragmental,36.4,0.0364,99.34,,,,,,,,,,
65327,Apollo16,Breccia,fragmental,6.97,0.00697,94.41,,,,,,,,,,
65328,Apollo16,Breccia,fragmental,1.28,0.00128,92.5,,,,,,,,,,
65329,Apollo16,Breccia,fragmental,1.92,0.00192,94.95,,,,,,,,,,
65335,Apollo16,Breccia,fragmental,1.63,0.00163,94.23,,,,,,,,,,
65336,Apollo16,Breccia,fragmental,0.6,0.0006,91,,,,,,,,,,
65337,Apollo16,Breccia,Fragmental,11.57,0.01157,71.91,,,,,,,,,,
65338,Apollo16,Breccia,Fragmental,2.65,0.00265,96.23,,,,,,,,,,
65339,Apollo16,Breccia,Fragmental,1.62,0.00162,93.64,,,,,,,,,,
65345,Apollo16,Breccia,Fragmental,0.86,0.00086,75.58,,,,,,,,,,
65346,Apollo16,Breccia,Fragmental,0.8,0.0008,92.13,,,,,,,,,,
65347,Apollo16,Breccia,Fragmental,0.43,0.00043,93.49,,,,,,,,,,
65348,Apollo16,Breccia,ImpactMelt,11.66,0.01166,98.8,,,,,,,,,,
65349,Apollo16,Breccia,ImpactMelt,7.58,0.00758,95.07,,,,,,,,,,
65355,Apollo16,Breccia,ImpactMelt,4.94,0.00494,96.13,,,,,,,,,,
65356,Apollo16,Breccia,ImpactMelt,2.53,0.00253,92.13,,,,,,,,,,
65357,Apollo16,Breccia,ImpactMelt,18.76,0.01876,97.81,,,,,,,,,,
65358,Apollo16,Breccia,ImpactMelt,7.02,0.00702,96,,,,,,,,,,
65359,Apollo16,Breccia,ImpactMelt,2.53,0.00253,93.68,,,,,,,,,,
65365,Apollo16,Breccia,ImpactMelt,2.16,0.00216,85.83,,,,,,,,,,
65366,Apollo16,Breccia,ImpactMelt,8.48,0.00848,96.46,,,,,,,,,,
65500,Apollo16,Soil,Unsieved,413,0.413,91.92,,,,,,,,,,
65501,Apollo16,Soil,<1mm,150,0.15,88.51,,,,,,,,,,
65502,Apollo16,Soil,1-2mm,9.5,0.0095,64.97,,,,,,,,,,
65503,Apollo16,Soil,2-4mm,23.24,0.02324,92.28,,,,,,,,,,
65504,Apollo16,Soil,4-10mm,22.48,0.02248,98.13,,,,,,,,,,
65510,Apollo16,Soil,Unsieved,171.3,0.1713,90.49,,,,,,,,,,
65511,Apollo16,Soil,<1mm,190.2,0.1902,95.86,,,,,,,,,,
65512,Apollo16,Soil,1-2mm,16.05,0.01605,95.96,,,,,,,,,,
65513,Apollo16,Soil,2-4mm,20.21,0.02021,80.28,,,,,,,,,,
65514,Apollo16,Soil,4-10mm,13.98,0.01398,100,,,,,,,,,,
65515,Apollo16,Breccia,Regolith,50.25,0.05025,100,,,,,,,,,,
65516,Apollo16,Breccia,Regolith,10.49,0.01049,100,,,,,,,,,,
65517,Apollo16,Breccia,Regolith,11.85,0.01185,100,,,,,,,,,,
65518,Apollo16,Breccia,Regolith,9.48,0.00948,100,,,,,,,,,,
65519,Apollo16,Breccia,Regolith,10.58,0.01058,99.99,,,,,,,,,,
65525,Apollo16,Breccia,Regolith,7.48,0.00748,100,,,,,,,,,,
65526,Apollo16,Breccia,Regolith,3.55,0.00355,100,,,,,,,,,,
65527,Apollo16,Breccia,Regolith,2.89,0.00289,100,,,,,,,,,,
65528,Apollo16,Breccia,Regolith,3.08,0.00308,100,,,,,,,,,,
65529,Apollo16,Breccia,Regolith,2.56,0.00256,87.67,,,,,,,,,,
65535,Apollo16,Breccia,Regolith,2.66,0.00266,100,,,,,,,,,,
65536,Apollo16,Breccia,Regolith,1.58,0.00158,100,,,,,,,,,,
65537,Apollo16,Breccia,Regolith,2.43,0.00243,100,,,,,,,,,,
65538,Apollo16,Breccia,Regolith,2.34,0.00234,100,,,,,,,,,,
65539,Apollo16,Breccia,Regolith,2.18,0.00218,100,,,,,,,,,,
65545,Apollo16,Breccia,Regolith,1.8,0.0018,100,,,,,,,,,,
65546,Apollo16,Breccia,Regolith,1.35,0.00135,100,,,,,,,,,,
65547,Apollo16,Breccia,Regolith,1.59,0.00159,100,,,,,,,,,,
65548,Apollo16,Breccia,Regolith,3.02,0.00302,100,,,,,,,,,,
65549,Apollo16,Breccia,Regolith,2.09,0.00209,100,,,,,,,,,,
65555,Apollo16,Breccia,Regolith,2.2,0.0022,100,,,,,,,,,,
65556,Apollo16,Breccia,Regolith,1.17,0.00117,100,,,,,,,,,,
65557,Apollo16,Breccia,Regolith,1.11,0.00111,100,,,,,,,,,,
65558,Apollo16,Breccia,Regolith,1.7,0.0017,100,,,,,,,,,,
65559,Apollo16,Breccia,Regolith,1.53,0.00153,100,,,,,,,,,,
65565,Apollo16,Breccia,Regolith,0.85,0.00085,100,,,,,,,,,,
65566,Apollo16,Breccia,Regolith,2,0.002,100,,,,,,,,,,
65567,Apollo16,Breccia,Regolith,1.29,0.00129,100,,,,,,,,,,
65568,Apollo16,Breccia,Regolith,0.81,0.00081,100,,,,,,,,,,
65569,Apollo16,Breccia,Regolith,0.87,0.00087,100,,,,,,,,,,
65575,Apollo16,Breccia,Regolith,0.91,0.00091,65.05,,,,,,,,,,
65576,Apollo16,Breccia,Regolith,0.91,0.00091,100,,,,,,,,,,
65577,Apollo16,Breccia,Regolith,0.71,0.00071,100,,,,,,,,,,
65578,Apollo16,Breccia,Regolith,0.32,0.00032,100,,,,,,,,,,
65579,Apollo16,Breccia,Regolith,0.61,0.00061,100,,,,,,,,,,
65585,Apollo16,Breccia,ImpactMelt,9.29,0.00929,97.05,,,,,,,,,,
65586,Apollo16,Breccia,Regolith,6.76,0.00676,93.18,,,,,,,,,,
65587,Apollo16,Breccia,Regolith,2.14,0.00214,97.66,,,,,,,,,,
65588,Apollo16,Breccia,Regolith,9.63,0.00963,100,,,,,,,,,,
65700,Apollo16,Soil,Unsieved,92.3,0.0923,96.85,,,,,,,,,,
65701,Apollo16,Soil,<1mm,171.3,0.1713,81.28,,,,,,,,,,
65702,Apollo16,Soil,1-2mm,4.89,0.00489,89.78,,,,,,,,,,
65703,Apollo16,Soil,2-4mm,1.58,0.00158,70.38,,,,,,,,,,
65704,Apollo16,Soil,4-10mm,1.39,0.00139,93.81,,,,,,,,,,
65715,Apollo16,Breccia,Regolith,31.36,0.03136,94.62,,,,,,,,,,
65716,Apollo16,Breccia,Fragmental,14.28,0.01428,97.2,,,,,,,,,,
65717,Apollo16,Breccia,Fragmental,7.42,0.00742,93.9,,,,,,,,,,
65718,Apollo16,Breccia,Fragmental,10.61,0.01061,96.04,,,,,,,,,,
65719,Apollo16,Breccia,Fragmental,7.04,0.00704,97.02,,,,,,,,,,
65725,Apollo16,Breccia,Fragmental,6.67,0.00667,96.94,,,,,,,,,,
65726,Apollo16,Breccia,Fragmental,5.19,0.00519,96.92,,,,,,,,,,
65727,Apollo16,Breccia,Fragmental,4.3,0.0043,95.84,,,,,,,,,,
65728,Apollo16,Breccia,Fragmental,4.22,0.00422,95.97,,,,,,,,,,
65729,Apollo16,Breccia,Fragmental,3.81,0.00381,98.58,,,,,,,,,,
65735,Apollo16,Breccia,Fragmental,4.26,0.00426,96.95,,,,,,,,,,
65736,Apollo16,Breccia,Fragmental,2.74,0.00274,97.08,,,,,,,,,,
65737,Apollo16,Breccia,Fragmental,0.85,0.00085,97.06,,,,,,,,,,
65738,Apollo16,Breccia,Fragmental,1.17,0.00117,94.02,,,,,,,,,,
65739,Apollo16,Breccia,Fragmental,0.95,0.00095,96.84,,,,,,,,,,
65745,Apollo16,Breccia,Regolith,7.76,0.00776,90.35,,,,,,,,,,
65746,Apollo16,Breccia,Regolith,4.19,0.00419,82.22,,,,,,,,,,
65747,Apollo16,Breccia,Regolith,0.82,0.00082,54.51,,,,,,,,,,
65748,Apollo16,Breccia,Regolith,0.97,0.00097,60.41,,,,,,,,,,
65749,Apollo16,Breccia,Regolith,0.95,0.00095,62.63,,,,,,,,,,
65755,Apollo16,Breccia,Regolith,1.42,0.00142,61.55,,,,,,,,,,
65756,Apollo16,Breccia,Regolith,0.77,0.00077,100,,,,,,,,,,
65757,Apollo16,Breccia,ImpactMelt,26.2,0.0262,97.26,,,,,,,,,,
65758,Apollo16,Breccia,fragmental,5.95,0.00595,95.01,,,,,,,,,,
65759,Apollo16,Breccia,unstudied,3.11,0.00311,98.39,,,,,,,,,,
65765,Apollo16,Breccia,fragmental,1.12,0.00112,90.18,,,,,,,,,,
65766,Apollo16,Breccia,unstudied,1.01,0.00101,95.05,,,,,,,,,,
65767,Apollo16,Breccia,unstudied,17.51,0.01751,97.83,,,,,,,,,,
65768,Apollo16,Breccia,Fragmental,3.25,0.00325,92.62,,,,,,,,,,
65769,Apollo16,Breccia,Fragmental,2.74,0.00274,100,,,,,,,,,,
65775,Apollo16,Breccia,Fragmental,3.5,0.0035,100,,,,,,,,,,
65776,Apollo16,Breccia,ImpactMelt,2.33,0.00233,95.71,,,,,,,,,,
65777,Apollo16,Breccia,ImpactMelt,16.53,0.01653,90.81,,,,,,,,,,
65778,Apollo16,Breccia,ImpactMelt,12.22,0.01222,97.42,,,,,,,,,,
65779,Apollo16,Breccia,ImpactMelt,12.71,0.01271,94.09,,,,,,,,,,
65785,Apollo16,Breccia,ImpactMelt,5.16,0.00516,61.14,,,,,,,,,,
65786,Apollo16,Breccia,fragmental,83.02,0.08302,99.23,,,,,,,,,,
65787,Apollo16,Breccia,fragmental,8.28,0.00828,98.88,,,,,,,,,,
65788,Apollo16,Breccia,ImpactMelt,9.32,0.00932,98.07,,,,,,,,,,
65789,Apollo16,Breccia,fragmental,12.24,0.01224,96.86,,,,,,,,,,
65795,Apollo16,Breccia,ImpactMelt,6.84,0.00684,71.75,,,,,,,,,,
65900,Apollo16,Soil,Unsieved,233.2,0.2332,99.33,,,,,,,,,,
65901,Apollo16,Soil,<1mm,393.2,0.3932,90.6,,,,,,,,,,
65902,Apollo16,Soil,1-2mm,14.84,0.01484,77.87,,,,,,,,,,
65903,Apollo16,Soil,2-4mm,11.4,0.0114,89.62,,,,,,,,,,
65904,Apollo16,Soil,4-10mm,9.51,0.00951,98.81,,,,,,,,,,
65905,Apollo16,Breccia,ImpactMelt,12.08,0.01208,84.67,,,,,,,,,,
65906,Apollo16,Breccia,ImpactMelt,6.58,0.00658,95.22,,,,,,,,,,
65907,Apollo16,Breccia,Fragmental,4.66,0.00466,95.32,,,,,,,,,,
65908,Apollo16,Breccia,Unclassified,2.16,0.00216,96.3,,,,,,,,,,
65909,Apollo16,Crustal,Anorthosite,2.02,0.00202,86.36,,,,,,,,,,
65915,Apollo16,Breccia,ImpactMelt,2.06,0.00206,91.8,,,,,,,,,,
65916,Apollo16,Crustal,Anorthosite,0.99,0.00099,95.98,,,,,,,,,,
65925,Apollo16,Breccia,Regolith,3.82,0.00382,83.53,,,,,,,,,,
65926,Apollo16,Breccia,Regolith,3.03,0.00303,75.05,,,,,,,,,,
65927,Apollo16,Breccia,Regolith,0.72,0.00072,100,,,,,,,,,,
66030,Apollo16,Soil,Unsieved,50.49,0.05049,95.37,,,,,,,,,,
66031,Apollo16,Soil,<1mm,75.6,0.0756,76.72,,,,,,,,,,
66032,Apollo16,Soil,1-2mm,2.99,0.00299,100,,,,,,,,,,
66033,Apollo16,Soil,2-4mm,2.16,0.00216,52.92,,,,,,,,,,
66034,Apollo16,Soil,4-10mm,3.36,0.00336,97.05,,,,,,,,,,
66035,Apollo16,Breccia,Regolith,211.4,0.2114,95.83,,,,,,,,,,
66036,Apollo16,Breccia,Regolith,4.38,0.00438,86.91,,,,,,,,,,
66037,Apollo16,Breccia,Regolith,3.72,0.00372,93.6,,,,,,,,,,
66040,Apollo16,Soil,Unsieved,166.5,0.1665,93.32,,,,,,,,,,
66041,Apollo16,Soil,<1mm,357.4,0.3574,74.63,,,,,,,,,,
66042,Apollo16,Soil,1-2mm,19.5,0.0195,84.36,,,,,,,,,,
66043,Apollo16,Soil,2-4mm,15.5,0.0155,84.1,,,,,,,,,,
66044,Apollo16,Soil,4-10mm,11.3,0.0113,97.24,,,,,,,,,,
66055,Apollo16,Breccia,fragmental,1306,1.306,88.16,,,,,,,,,,
66075,Apollo16,Breccia,Fragmental,347.1,0.3471,32.97,,,,,,,,,,
66080,Apollo16,Soil,Unsieved,106.1,0.1061,97.79,,,,,,,,,,
66081,Apollo16,Soil,<1mm,177.3,0.1773,89.5,,,,,,,,,,
66082,Apollo16,Soil,1-2mm,9.85,0.00985,78.78,,,,,,,,,,
66083,Apollo16,Soil,2-4mm,4.53,0.00453,66.36,,,,,,,,,,
66084,Apollo16,Soil,4-10mm,3.13,0.00313,97.76,,,,,,,,,,
66085,Apollo16,Breccia,Fragmental,3.66,0.00366,98.33,,,,,,,,,,
66086,Apollo16,Breccia,Fragmental,2.03,0.00203,100,,,,,,,,,,
66095,Apollo16,Breccia,ImpactMelt,1185,1.185,88.37,,,,,,,,,,
67015,Apollo16,Breccia,Fragmental,1194,1.194,86.63,,,,,,,,,,
67016,Apollo16,Breccia,Fragmental,4262,4.262,94.67,,,,,,,,,,
67025,Apollo16,Breccia,ImpactMelt,16.06,0.01606,92.06,,,,,,,,,,
67035,Apollo16,Breccia,Fragmental,245.2,0.2452,95.69,,,,,,,,,,
67055,Apollo16,Breccia,Fragmental,221.9,0.2219,94.07,,,,,,,,,,
67075,Apollo16,Breccia,fragmental,219.2,0.2192,80.52,,,,,,,,,,
67095,Apollo16,Breccia,ImpactMelt,339.8,0.3398,90.33,,,,,,,,,,
67115,Apollo16,Breccia,Fragmental,240,0.24,91.82,,,,,,,,,,
67215,Apollo16,Breccia,Fragmental,276.2,0.2762,96.65,,,,,,,,,,
67235,Apollo16,Breccia,ImpactMelt,937.2,0.9372,99.29,,,,,,,,,,
67415,Apollo16,Breccia,fragmental,174.9,0.1749,89.65,,,,,,,,,,
67435,Apollo16,Breccia,Fragmental,353.5,0.3535,90.41,,,,,,,,,,
67455,Apollo16,Breccia,Fragmental,942.2,0.9422,91.41,,,,,,,,,,
67460,Apollo16,Soil,Unsieved,123.7,0.1237,94.95,,,,,,,,,,
67461,Apollo16,Soil,<1mm,222,0.222,89.57,,,,,,,,,,
67462,Apollo16,Soil,1-2mm,17.4,0.0174,97.13,,,,,,,,,,
67463,Apollo16,Soil,2-4mm,6.24,0.00624,95.99,,,,,,,,,,
67464,Apollo16,Soil,4-10mm,0.7,0.0007,92.86,,,,,,,,,,
67475,Apollo16,Breccia,ImpactMelt,175.1,0.1751,91.91,,,,,,,,,,
67480,Apollo16,Soil,Unsieved,87.05,0.08705,85.87,,,,,,,,,,
67481,Apollo16,Soil,<1mm,132.7,0.1327,84.11,,,,,,,,,,
67482,Apollo16,Soil,1-2mm,14.65,0.01465,92.73,,,,,,,,,,
67483,Apollo16,Soil,2-4mm,8.37,0.00837,75.29,,,,,,,,,,
67484,Apollo16,Soil,4-10mm,6.02,0.00602,79.72,,,,,,,,,,
67485,Apollo16,Breccia,ImpactMelt,6.55,0.00655,91.01,,,,,,,,,,
67486,Apollo16,Breccia,unstudied,5.8,0.0058,94.64,,,,,,,,,,
67487,Apollo16,Breccia,ImpactMelt,2.65,0.00265,86,,,,,,,,,,
67488,Apollo16,Breccia,ImpactMelt,2.25,0.00225,77.91,,,,,,,,,,
67489,Apollo16,Breccia,ImpactMelt,2.06,0.00206,85.05,,,,,,,,,,
67495,Apollo16,Breccia,ImpactMelt,1.34,0.00134,90.3,,,,,,,,,,
67510,Apollo16,Soil,Unsieved,9.22,0.00922,0,,,,,,,,,,
67511,Apollo16,Soil,<1mm,59.5,0.0595,91.45,,,,,,,,,,
67512,Apollo16,Soil,1-2mm,14.46,0.01446,100,,,,,,,,,,
67513,Apollo16,Soil,2-4mm,19.39,0.01939,48.4,,,,,,,,,,
67514,Apollo16,Soil,4-10mm,31.03,0.03103,91.95,,,,,,,,,,
67515,Apollo16,Breccia,Fragmental,60.8,0.0608,96.99,,,,,,,,,,
67516,Apollo16,Breccia,fragmental,14.38,0.01438,96.66,,,,,,,,,,
67517,Apollo16,Breccia,Fragmental,9.65,0.00965,91.15,,,,,,,,,,
67518,Apollo16,Breccia,Fragmental,3.74,0.00374,89.6,,,,,,,,,,
67519,Apollo16,Breccia,Fragmental,2.04,0.00204,71.32,,,,,,,,,,
67525,Apollo16,Breccia,Anorthosite,2.52,0.00252,79.41,,,,,,,,,,
67526,Apollo16,Breccia,Fragmental,2.44,0.00244,96.76,,,,,,,,,,
67527,Apollo16,Breccia,Fragmental,2.4,0.0024,92.5,,,,,,,,,,
67528,Apollo16,Breccia,Fragmental,1.24,0.00124,83.06,,,,,,,,,,
67529,Apollo16,Breccia,Anorthosite,1.13,0.00113,67.7,,,,,,,,,,
67535,Apollo16,Breccia,Anorthosite,0.99,0.00099,63.33,,,,,,,,,,
67536,Apollo16,Breccia,Anorthosite,1.2,0.0012,63.5,,,,,,,,,,
67537,Apollo16,Breccia,Anorthosite,1.29,0.00129,68.99,,,,,,,,,,
67538,Apollo16,Breccia,Fragmental,1.77,0.00177,92.32,,,,,,,,,,
67539,Apollo16,Breccia,Fragmental,2.12,0.00212,71.09,,,,,,,,,,
67545,Apollo16,Breccia,Fragmental,1.88,0.00188,92.93,,,,,,,,,,
67546,Apollo16,Breccia,Fragmental,1.5,0.0015,97.93,,,,,,,,,,
67547,Apollo16,Breccia,Fragmental,0.83,0.00083,84.34,,,,,,,,,,
67548,Apollo16,Breccia,Fragmental,1.36,0.00136,92.65,,,,,,,,,,
67549,Apollo16,Breccia,Fragmental,43.1,0.0431,98.38,,,,,,,,,,
67555,Apollo16,Breccia,ImpactMelt,3.54,0.00354,97.18,,,,,,,,,,
67556,Apollo16,Breccia,ImpactMelt,82.1,0.0821,98.56,,,,,,,,,,
67557,Apollo16,Breccia,fragmental,3.3,0.0033,79.76,,,,,,,,,,
67558,Apollo16,Breccia,Fragmental,2.56,0.00256,98.44,,,,,,,,,,
67559,Apollo16,Breccia,ImpactMelt,32.9,0.0329,66.07,,,,,,,,,,
67565,Apollo16,Breccia,ImpactMelt,10.43,0.01043,93.1,,,,,,,,,,
67566,Apollo16,Breccia,ImpactMelt,4.31,0.00431,86.78,,,,,,,,,,
67567,Apollo16,Breccia,ImpactMelt,11.51,0.01151,81,,,,,,,,,,
67568,Apollo16,Breccia,ImpactMelt,11.05,0.01105,94.54,,,,,,,,,,
67569,Apollo16,Breccia,ImpactMelt,7.27,0.00727,93.7,,,,,,,,,,
67575,Apollo16,Breccia,ImpactMelt,4.47,0.00447,99.33,,,,,,,,,,
67576,Apollo16,Breccia,unstudied,3.98,0.00398,89.02,,,,,,,,,,
67600,Apollo16,Soil,4-10mm,2.17,0.00217,0,,,,,,,,,,
67601,Apollo16,Soil,<1mm,161.8,0.1618,83.91,,,,,,,,,,
67602,Apollo16,Soil,1-2mm,13.45,0.01345,90.71,,,,,,,,,,
67603,Apollo16,Soil,2-4mm,6.16,0.00616,81.82,,,,,,,,,,
67604,Apollo16,Soil,4-10mm,2.62,0.00262,78.55,,,,,,,,,,
67605,Apollo16,Breccia,Fragmental,44.52,0.04452,94.3,,,,,,,,,,
67615,Apollo16,Breccia,ImpactMelt,8.77,0.00877,86.55,,,,,,,,,,
67616,Apollo16,Breccia,ImpactMelt,21.29,0.02129,96.99,,,,,,,,,,
67617,Apollo16,Breccia,ImpactMelt,14.32,0.01432,98.5,,,,,,,,,,
67618,Apollo16,Breccia,ImpactMelt,11.17,0.01117,89.02,,,,,,,,,,
67619,Apollo16,Breccia,ImpactMelt,6.15,0.00615,98.54,,,,,,,,,,
67625,Apollo16,Breccia,ImpactMelt,6.72,0.00672,97.92,,,,,,,,,,
67626,Apollo16,Breccia,ImpactMelt,19.19,0.01919,99.32,,,,,,,,,,
